Id,Sample_id,File_name,Default,Type,Severity,Label
334,202400334,long method_ConfigurationInfo CompositeData.java,long method,function,none,0
335,202400335,long method_InjvmExporter#unexport.java,long method,function,none,0
336,202400336,long method_OlcConfig#addAuxiliaryObjectClasses AuxiliaryObjectClass.java,long method,function,none,0
337,202400337,long method_XAWTScrollPaneUI#uninstallListeners JComponent.java,long method,function,none,0
338,202400338,long method_StaticDependencyTraverser#hashCode.java,long method,function,none,0
339,202400339,long method_ServerManager#addServerToDrainList ServerName.java,long method,function,none,0
340,202400340,long method_SecondPassVisitor#escapeCDATA String.java,long method,function,none,0
341,202400341,long method_ReferenceAliasWhereEntryImpl#eStaticClass.java,long method,function,none,0
342,202400342,long method_QueryResponseOutputStreamCallback#process OutputStream.java,long method,function,none,0
343,202400343,long method_OutputBuffer#write String.java,long method,function,none,0
344,202400344,long method_ManagementConfiguration#readOrder AnnotationMetadata.java,long method,function,none,0
345,202400345,long method_LLVMContext#getApplicationArguments.java,long method,function,none,0
346,202400346,long method_LayoutTable#getLayoutString.java,long method,function,none,0
347,202400347,long method_JvmModelGenerator#getMembersToBeCompiled JvmDeclaredType.java,long method,function,none,0
348,202400348,long method_JobServiceImpl#deleteJobsRelateToMeasure Long.java,long method,function,none,0
349,202400349,long method_JCachePolicy#toString.java,long method,function,none,0
350,202400350,long method_InternalMetaDataLexer#mT__122.java,long method,function,none,0
351,202400351,long method_InternalBug304681TestLanguageParser#rule__Object__Group__4.java,long method,function,none,0
352,202400352,long method_HashJoinLocalIndexIT#testJoinWithLocalIndex.java,long method,function,none,0
353,202400353,long method_hash long.java,long method,function,none,0
354,202400354,long method_H2TreeIndex#filter QueryContext.java,long method,function,none,0
355,202400355,long method_GSSException#getMessage.java,long method,function,none,0
356,202400356,long method_FormatTimestamp#setValue String.java,long method,function,none,0
357,202400357,long method_findByThriftIdOrThrow int.java,long method,function,none,0
358,202400358,long method_FileSystemSwapManager#getOwnerPartition File.java,long method,function,none,0
359,202400359,long method_DeleteKeyFn#apply Key.java,long method,function,none,0
360,202400360,long method_createVersionTagHolder.java,long method,function,none,0
361,202400361,long method_ChildNodeEntriesImpl#reload.java,long method,function,none,0
362,202400362,long method_CacheLIRS#asMap.java,long method,function,none,0
363,202400363,long method_AssignWindowsParDoFn#processElement Object.java,long method,function,none,0
364,202400364,long method_AnnotationDescription#equals Object.java,long method,function,none,0
365,202400365,long method_AndroidPackageableCollector#addNativeLinkableAsset NativeLinkable.java,long method,function,none,0
366,202400366,long method_AbstractJavadocMojo#getAggregatedProjects.java,long method,function,none,0
367,202400367,long method_AbstractBaseResourceService#createEntityObject.java,long method,function,none,0
368,202400368,long method_#create.java,long method,function,none,0
369,202400369,long method_XRGlyphCache#seperateGlyphTypes List<XRGlyphCacheEntry>|boolean.java,long method,function,none,0
370,202400370,long method_validateTypeSize Component|JTextField.java,long method,function,none,0
371,202400371,long method_UsersManager#activateApplication String|ApplicationId.java,long method,function,none,0
372,202400372,long method_TokenValidator#childNodeChanged String|NodeState|NodeState.java,long method,function,none,0
373,202400373,long method_SingleEventFactory#makeImmediatelyThrowsEvent int|int|Throwable.java,long method,function,none,0
374,202400374,long method_SavingsTransactionsWorkbookPopulator#populate Workbook|String.java,long method,function,none,0
375,202400375,long method_RFindSymbolNode|ConditionProfile.java,long method,function,none,0
376,202400376,long method_OdsLayoutEngine#setDataType StyleEntry|Object|String.java,long method,function,none,0
377,202400377,long method_MerkleTreesSerializer#deserialize DataInputPlus|int.java,long method,function,none,0
378,202400378,long method_LettuceServerCommands#killClient String|int.java,long method,function,none,0
379,202400379,long method_JoltTransformRecord#transform Record|JoltTransform.java,long method,function,none,0
380,202400380,long method_join CharSequence|Iterable.java,long method,function,none,0
381,202400381,long method_JavacOptionsProviderFactory#createToolchain ToolchainProvider|ToolchainCreationContext.java,long method,function,none,0
382,202400382,long method_GridFsArtifact GridFSFile|String|Supplier<InputStream>.java,long method,function,none,0
383,202400383,long method_getHexBytes byte[]|int|int.java,long method,function,none,0
384,202400384,long method_encrypt OutputStream|byte[]|int|int|Encryptor.java,long method,function,none,0
385,202400385,long method_DiscardUDPClient#send byte[]|int|InetAddress|int.java,long method,function,none,0
386,202400386,long method_DelayedWorkQueue#siftUp int|RunnableScheduledFuture<?>.java,long method,function,none,0
387,202400387,long method_CssRecord Module|DesignElement|CssStyleSheet|boolean|int.java,long method,function,none,0
388,202400388,long method_createWebAppContext Builder|AccessControlList|String.java,long method,function,none,0
389,202400389,long method_ColumnDefn ResultSetColumnHandle|ColumnHintHandle.java,long method,function,none,0
390,202400390,long method_CGraphPanelSynchronizer CGraphModel|CGraphWindowMenuBar.java,long method,function,none,0
391,202400391,long method_BundleConfigurationProvider String|Bundle|BundleContext.java,long method,function,none,0
392,202400392,long method_AnnotationClassFilter#matches Class<?>.java,long method,function,none,0
393,202400393,long method_AddImpl#eInverseRemove InternalEObject|int|NotificationChain.java,long method,function,none,0
394,202400394,long method_BatchOperationApplyOnWizardPage#validate.java,long method,function,none,0
395,202400395,long method_ResolveVisualizerView#fillLocalToolBar IToolBarManager.java,long method,function,none,0
396,202400396,long method_LessEqCursor#close.java,long method,function,none,0
397,202400397,long method_ResourceOperationSpecService.java,long method,function,none,0
398,202400398,long method_Constant#set String|String|Handle|Object[].java,long method,function,none,0
399,202400399,long method_AgentDataHolder#getHash T|String.java,long method,function,none,0
400,202400400,long method_VoteRunnableHolder QuorumVote|List<VoteRunnable>|int.java,long method,function,none,0
401,202400401,long method_OptionMulti#shortDisplay.java,long method,function,none,0
402,202400402,long method_AquaMenuItemUI#doClick MenuSelectionManager.java,long method,function,none,0
403,202400403,long method_SQLBuilder#visit SQLBuilderContext|LogicalNode|Stack<LogicalNode>.java,long method,function,none,0
404,202400404,long method_APIRequestDelete#requestAllFields boolean.java,long method,function,none,0
405,202400405,long method_pricipalCompareIgnoreRealm PrincipalName|PrincipalName.java,long method,function,none,0
406,202400406,long method_Creator#createImageFromFile String|double|double.java,long method,function,none,0
407,202400407,long method_VUtil#timeout Integer.java,long method,function,none,0
408,202400408,long method_PaginatorsClassSpec#resumeMethodBuilder.java,long method,function,none,0
409,202400409,long method_classNameBase String.java,long method,function,none,0
410,202400410,long method_set double[]|int|double.java,long method,function,none,0
411,202400411,long method_WebContinuation#getContinuation int.java,long method,function,none,0
412,202400412,long method_isValidNmtoken String.java,long method,function,none,0
413,202400413,long method_RectangleTests#test_getSize.java,long method,function,none,0
414,202400414,long method_getCoordinates List<ShapeRecord>.java,long method,function,none,0
415,202400415,long method_TListSentryPrivilegesResponse#clear.java,long method,function,none,0
416,202400416,long method_XtendAnnotationReferenceImpl#getByteArrayValue String.java,long method,function,none,0
417,202400417,long method_LockBasedScheduler#removeCheckpoint String.java,long method,function,none,0
418,202400418,long method_UnitConverter#findWkid String.java,long method,function,none,0
419,202400419,long method_FeatureFormat#setAllowedColumns Set<Column>.java,long method,function,none,0
420,202400420,long method_getMessageHash JSONObject|Collection<String>.java,long method,function,none,0
421,202400421,long method_DefineShape#equals Object.java,long method,function,none,0
422,202400422,long method_FsPathConnectionRunner#getResponse HttpURLConnection.java,long method,function,none,0
423,202400423,long method_ContextImpl#composeName String|String.java,long method,function,none,0
424,202400424,long method_BorderFillLayout int.java,long method,function,none,0
425,202400425,long method_findBehavior Component|Class<? extends Behavior>.java,long method,function,none,0
426,202400426,long method_AspectJAfterReturningAdvice#matchesReturnValue Class<?>|Method|Object.java,long method,function,none,0
427,202400427,long method_isOid String.java,long method,function,none,0
428,202400428,long method_FilterAsAlphaRed#copyData WritableRaster.java,long method,function,none,0
429,202400429,long method_renderChildren List<Tree>|int|boolean|StringBuilder.java,long method,function,none,0
430,202400430,long method_newEarModule Artifact|JavaEEVersion|String|Boolean|ArtifactTypeMappingService.java,long method,function,none,0
431,202400431,long method_FirewireCaptureDevice#activateInput CaptureDeviceInput.java,long method,function,none,0
432,202400432,long method_Builder#buildPartial.java,long method,function,none,0
433,202400433,long method_AbstractMigrationPlugin#getMaxVersion.java,long method,function,none,0
434,202400434,long method_RecurrenceRule GenericValue.java,long method,function,none,0
435,202400435,long method_DBFResultSet#assertNotClosed.java,long method,function,none,0
436,202400436,long method_throwCauseIfTaggedWith Throwable|Object.java,long method,function,none,0
437,202400437,long method_Stanza#getValueOrNull String.java,long method,function,none,0
438,202400438,long method_clientExistingServerSuite Class|String|int.java,long method,function,none,0
439,202400439,long method_StorageResponseGTScatter GTScanRequest|IPartitionStreamer|StorageContext.java,long method,function,none,0
440,202400440,long method_DataSourceInfo#execute Long|Context.java,long method,function,none,0
441,202400441,long method_DelegationTokenRenewer#applicationFinished ApplicationId.java,long method,function,none,0
442,202400442,long method_MavenPathResolvingStrategy#getPath LogicalPath.java,long method,function,none,0
443,202400443,long method_LinkcheckReport#generateReport Locale|LinkcheckModel.java,long method,function,none,0
444,202400444,long method_Types#hasSameBounds ForAll|ForAll.java,long method,function,none,0
445,202400445,long method_newBagSchema String|String|List<String>|List<Byte>.java,long method,function,none,0
446,202400446,long method_ResourceValidity#updateEntity UnitOfWork.java,long method,function,none,0
447,202400447,long method_EmailAlias#equals Object.java,long method,function,none,0
448,202400448,long method_Message.java,long method,function,none,0
449,202400449,long method_ListAdapter#add T.java,long method,function,none,0
450,202400450,long method_StackAdvisorCommand#createConfigResource.java,long method,function,none,0
451,202400451,long method_FunctionblockProperty#hashCode.java,long method,function,none,0
452,202400452,long method_RexExpander#makeMultiply RexNode|RexNode.java,long method,function,none,0
453,202400453,long method_Instance|Communicator<Message>|Communicator<Message>|Communicator<InstanceControlMsg>|HeronSocketOptions|GatewayMetrics.java,long method,function,none,0
454,202400454,long method_JobConf#deleteLocalFiles String.java,long method,function,none,0
455,202400455,long method_CLCHTTPProxyConfiguration String|int|String|String.java,long method,function,none,0
456,202400456,long method_StreamingResponseWriter#write T.java,long method,function,none,0
457,202400457,long method_BinaryLazyArrayList#clear.java,long method,function,none,0
458,202400458,long method_HeaderPanel String|String.java,long method,function,none,0
459,202400459,long method_Seeker#scanLibrary boolean.java,long method,function,none,0
460,202400460,long method_RetrieveLoginFromTaverna#getPassword.java,long method,function,none,0
461,202400461,long method_TokenIndex#caseTRParen TRParen.java,long method,function,none,0
462,202400462,long method_TaskManager#updateNewAndRestoringTasks.java,long method,function,none,0
463,202400463,long method_TableReadFunction#get K.java,long method,function,none,0
464,202400464,long method_swap Join.java,long method,function,none,0
465,202400465,long method_SingletonIterator#hasNext.java,long method,function,none,0
466,202400466,long method_SftpOperations#tryConfigureBulkRequests.java,long method,function,none,0
467,202400467,long method_setUp.java,long method,function,none,0
468,202400468,long method_SemanticAnalyzer#initParseCtx ParseContext.java,long method,function,none,0
469,202400469,long method_SelectAllAction#run.java,long method,function,none,0
470,202400470,long method_Read#expand PBegin.java,long method,function,none,0
471,202400471,long method_RabbitAdmin#declareExchange Exchange.java,long method,function,none,0
472,202400472,long method_ProgressSplitsBlock#burst.java,long method,function,none,0
473,202400473,long method_PrefixExpImpl#eUnset int.java,long method,function,none,0
474,202400474,long method_parse String.java,long method,function,none,0
475,202400475,long method_OutputColumnInputDialog#rollback.java,long method,function,none,0
476,202400476,long method_openProcessToken int.java,long method,function,none,0
477,202400477,long method_OffsetDateTime#compareTo OffsetDateTime.java,long method,function,none,0
478,202400478,long method_MapFieldEntry#isInitialized.java,long method,function,none,0
479,202400479,long method_MapEntry#equals Object.java,long method,function,none,0
480,202400480,long method_LSMRTreeWithAntiMatterLocalResource#createInstance INCServiceContext.java,long method,function,none,0
481,202400481,long method_LoggingEvent#writeObject ObjectOutputStream.java,long method,function,none,0
482,202400482,long method_LoggingApplicationListener#coerceLogLevel String.java,long method,function,none,0
483,202400483,long method_loadTokens.java,long method,function,none,0
484,202400484,long method_list_sentry_privileges_by_user_and_itsgroups_args TListSentryPrivilegesRequest.java,long method,function,none,0
485,202400485,long method_InternalParametersTestLanguageExParser#ruleScenario1.java,long method,function,none,0
486,202400486,long method_InternalLiveContainerBuilderIntegerationTestLanguageParser#ruleModel.java,long method,function,none,0
487,202400487,long method_IASTORE#accept Visitor.java,long method,function,none,0
488,202400488,long method_HotspotCompilation#getFailedCompile.java,long method,function,none,0
489,202400489,long method_HardwareDescription#toString.java,long method,function,none,0
490,202400490,long method_Handler#stateChanged ChangeEvent.java,long method,function,none,0
491,202400491,long method_GTCubeStorageQueryBase#findAggrFuncFromCubeDesc FunctionDesc.java,long method,function,none,0
492,202400492,long method_GsonDataFormat#doStart.java,long method,function,none,0
493,202400493,long method_GridCacheProxyImpl#keepBinary.java,long method,function,none,0
494,202400494,long method_getFailurePolicy RegionCoprocessorEnvironment.java,long method,function,none,0
495,202400495,long method_GenericKeyedObjectPool#getNumWaitersByKey.java,long method,function,none,0
496,202400496,long method_FileUserGroupProvider#parseGroup Element.java,long method,function,none,0
497,202400497,long method_ExprsItr#hasNext.java,long method,function,none,0
498,202400498,long method_EquivalentToPredicate#equals Object.java,long method,function,none,0
499,202400499,long method_EdgesConnecting#contains Object.java,long method,function,none,0
500,202400500,long method_DistributedRegion#removeAsyncEventQueueId String.java,long method,function,none,0
501,202400501,long method_DatatypeRulesTestLanguageSwitch.java,long method,function,none,0
502,202400502,long method_DataStagingTaskModel#setDestinationIsSet boolean.java,long method,function,none,0
503,202400503,long method_CreateInternalLoadBalancerElementCmd#execute.java,long method,function,none,0
504,202400504,long method_ConcurrentHashMap#keys.java,long method,function,none,0
505,202400505,long method_ClassMetaData#valueChanged Value.java,long method,function,none,0
506,202400506,long method_checkPermission.java,long method,function,none,0
507,202400507,long method_CascadingParametersDialog#getDataSet ScalarParameterHandle.java,long method,function,none,0
508,202400508,long method_Builder InputFile.java,long method,function,none,0
509,202400509,long method_BackupSetCommand#getCommand String.java,long method,function,none,0
510,202400510,long method_AutoConfigurationClass#getAnnotationMetadata.java,long method,function,none,0
511,202400511,long method_AuthzToken.java,long method,function,none,0
512,202400512,long method_AnalysisRpcRemoteException#setStackTraceTexts String[].java,long method,function,none,0
513,202400513,long method_AbstractWovenProxyMethodAdapter#writePreInvoke.java,long method,function,none,0
514,202400514,long method_AbstractMappingMessageRouter#removeChannelMapping String.java,long method,function,none,0
515,202400515,long method_#getEncoder.java,long method,function,none,0
516,202400516,long method_TreeMaker#SpeculativeNewClass JCExpression|List<JCExpression>|JCExpression|List<JCExpression>|JCClassDecl|boolean.java,long method,function,none,0
517,202400517,long method_TProtocol|TCancelOperationResp.java,long method,function,none,0
518,202400518,long method_TokenValidator#propertyChanged PropertyState|PropertyState.java,long method,function,none,0
519,202400519,long method_SynchronousXYItemMarker#paintItem ChartItem|List<ItemSelection>|List<ItemSelection>|Graphics2D|Rectangle|ChartContext.java,long method,function,none,0
520,202400520,long method_ShadowSliceManager#checkSlicePermission Uri|int|int.java,long method,function,none,0
521,202400521,long method_SerializerOptions boolean|boolean.java,long method,function,none,0
522,202400522,long method_removeIf List<T>|Predicate<? super T>|Procedure<? super T>.java,long method,function,none,0
523,202400523,long method_ReactiveCassandraBatchTemplate#delete Iterable<?>|WriteOptions.java,long method,function,none,0
524,202400524,long method_OptionEntry Object|String.java,long method,function,none,0
525,202400525,long method_JIMethodCallInliner#visitTryCatchBlock Label|Label|Label|String.java,long method,function,none,0
526,202400526,long method_JavaElementDelegateJunitLaunch#getAllSuperTypes IType.java,long method,function,none,0
527,202400527,long method_HiveHookEventProto#getHiveQueryIdBytes.java,long method,function,none,0
528,202400528,long method_GroupServiceImpl#delete KapuaId|KapuaId.java,long method,function,none,0
529,202400529,long method_getIdColumns FieldMapping|List.java,long method,function,none,0
530,202400530,long method_ConcreteImageLayout#createImageMapContainer int|int|int|int|IHyperlinkAction.java,long method,function,none,0
531,202400531,long method_CompressedTrailerOutputHelper#outputCrossReferenceObject OutputStream|TrailerDictionary|int|int|int.java,long method,function,none,0
532,202400532,long method_CertificateMessage X509Certificate[]|InetSocketAddress.java,long method,function,none,0
533,202400533,long method_ButtonRenderer#encodeBadge FacesContext|AbstractUICommand.java,long method,function,none,0
534,202400534,long method_Builder>.java,long method,function,none,0
535,202400535,long method_assertFinishedOnce boolean[]|SSLEngineResult.java,long method,function,none,0
536,202400536,long method_Affine#createMathTransform MathTransformFactory|ParameterValueGroup.java,long method,function,none,0
537,202400537,long method_SunFontManager#findDeferredFont String|int.java,long method,function,none,0
538,202400538,long method_HttpListenerRegistry#addHttpFilter HttpListener|String.java,long method,function,none,0
539,202400539,long method_FollowTheSunPolicy#onContainerAdded Entity|boolean.java,long method,function,none,0
540,202400540,long method_SimplePrincipalCollection#fromRealm String.java,long method,function,none,0
541,202400541,long method_ClassImpl#getDefaultConstructor.java,long method,function,none,0
542,202400542,long method_GenericAggregateResultSet#finish.java,long method,function,none,0
543,202400543,long method_AbstractConfiguredObjectTypeFactory#getType.java,long method,function,none,0
544,202400544,long method_getRequiredAPIElements int.java,long method,function,none,0
545,202400545,long method_ApiError#equals Object.java,long method,function,none,0
546,202400546,long method_UpdateIndexAuthorizationProcessorFactory#getInstance SolrQueryRequest|SolrQueryResponse|UpdateRequestProcessor.java,long method,function,none,0
547,202400547,long method_ServerIdDialog#createServerIdEditGroup Composite.java,long method,function,none,0
548,202400548,long method_ContainerServiceRecordProcessor#createAInfo ServiceRecord.java,long method,function,none,0
549,202400549,long method_TraversableGenerator#addAncestorPath TraversableSource|Stack.java,long method,function,none,0
550,202400550,long method_RequestItem String.java,long method,function,none,0
551,202400551,long method_getPropertyGetter String.java,long method,function,none,0
552,202400552,long method_rmpath String.java,long method,function,none,0
553,202400553,long method_Model#getModel String.java,long method,function,none,0
554,202400554,long method_DTMDocumentImpl#getStringValue int.java,long method,function,none,0
555,202400555,long method_DocumentCache int.java,long method,function,none,0
556,202400556,long method_LinkRegistryImpl#open.java,long method,function,none,0
557,202400557,long method_DecimalScalePrecisionModFunction#computeScalePrecision int|int|int|int.java,long method,function,none,0
558,202400558,long method_BufferedProtocolReadToWrite StructType|FieldIgnoredHandler.java,long method,function,none,0
559,202400559,long method_XWorkMapPropertyAccessor#getValue Map|Object.java,long method,function,none,0
560,202400560,long method_MethodElement#getDescriptions.java,long method,function,none,0
561,202400561,long method_SyntheticAttributes#remove SyntheticAttributeKey<T>.java,long method,function,none,0
562,202400562,long method_SDEInstaller File|byte[]|File.java,long method,function,none,0
563,202400563,long method_AclAttributeWrapper#equals Object.java,long method,function,none,0
564,202400564,long method_GetConstructorsInvocation#invoke Class<?>.java,long method,function,none,0
565,202400565,long method_EvalTableContentProvider#getElements Object.java,long method,function,none,0
566,202400566,long method_DiagnosticsUpdateTransition#transition JobImpl|JobEvent.java,long method,function,none,0
567,202400567,long method_InstanceManager#resumeInstance HttpServletRequest|String|String|String|String|String|List<LifeCycle>.java,long method,function,none,0
568,202400568,long method_LabeledExpression#generateGroovy GroovyGenerationContext.java,long method,function,none,0
569,202400569,long method_JobInProgress#getMatchingLevelForNodes Node|Node.java,long method,function,none,0
570,202400570,long method_WebServiceOutboundGatewayParser#getGatewayClassName Element.java,long method,function,none,0
571,202400571,long method_ClusterDAO#getLatestConfigurations long|StackId.java,long method,function,none,0
572,202400572,long method_OutputGeneratedDescriptors#hasCmpPersistenceUnit Persistence.java,long method,function,none,0
573,202400573,long method_XListPeer#getMinimumSize int.java,long method,function,none,0
574,202400574,long method_VectorHashKeyWrapperTwoBase#isNull int.java,long method,function,none,0
575,202400575,long method_LocalSyncClient#enterBarrier BSPJobID|TaskAttemptID|long.java,long method,function,none,0
576,202400576,long method_v Class<?>|String|Object|Object|Object.java,long method,function,none,0
577,202400577,long method_MailInboundChannelAdapterSpec#userFlag String.java,long method,function,none,0
578,202400578,long method_AbstractAuthenticationProvider#getCsrfHeader.java,long method,function,none,0
579,202400579,long method_X86Frame#senderForInterpreterFrame X86RegisterMap.java,long method,function,none,0
580,202400580,long method_TOCHandle#doGetColorHandle String.java,long method,function,none,0
581,202400581,long method_TaskExecutor#tryConnectToResourceManager.java,long method,function,none,0
582,202400582,long method_Shell#getDefaultPrompt.java,long method,function,none,0
583,202400583,long method_SecurityContextHolderMTTests#testSynchronizationGlobal.java,long method,function,none,0
584,202400584,long method_ResourceConfigurationBlock#getKeys.java,long method,function,none,0
585,202400585,long method_RemotingCommand#headerEncode.java,long method,function,none,0
586,202400586,long method_parseAction String.java,long method,function,none,0
587,202400587,long method_PageDrawer#closePath.java,long method,function,none,0
588,202400588,long method_OAuth2SecurityExpressionMethods#hasAnyScope String.java,long method,function,none,0
589,202400589,long method_MethodInterceptor.java,long method,function,none,0
590,202400590,long method_Measure#equals Object.java,long method,function,none,0
591,202400591,long method_InternalXtextParser#rule__GeneratedMetamodel__EPackageAssignment_2.java,long method,function,none,0
592,202400592,long method_GregorianCalendar#getActualMinimum int.java,long method,function,none,0
593,202400593,long method_fromString String.java,long method,function,none,0
594,202400594,long method_DrillPreparedStatementImpl#cleanUp.java,long method,function,none,0
595,202400595,long method_BufferExactSubscriber#onComplete.java,long method,function,none,0
596,202400596,long method_ApplicationAvailabilityListener#propertyChange PropertyChangeEvent.java,long method,function,none,0
597,202400597,long method_AffineTransform#createTransformedShape Shape.java,long method,function,none,0
598,202400598,long method_AccessibleJTreeNode#selectAllAccessibleSelection.java,long method,function,none,0
599,202400599,long method_AbstractEntry#equals Object.java,long method,function,none,0
600,202400600,long method_SortingFormPropertyDescriptor#addElementEvent DesignElementHandle|NotificationEvent.java,long method,function,none,0
601,202400601,long method_SimpleProcedureScheduler#enqueue Procedure|boolean.java,long method,function,none,0
602,202400602,long method_SeekableStreamIndexTaskRunner#isMoreToReadBeforeReadingRecord SequenceOffsetType|SequenceOffsetType.java,long method,function,none,0
603,202400603,long method_PlatformMessaging#startRemoteListenAsync BinaryRawReaderEx|IgniteMessaging.java,long method,function,none,0
604,202400604,long method_FSDataBoundedInputStream FileSystem|Path|InputStream.java,long method,function,none,0
605,202400605,long method_fixLibsDirPath String|String|boolean.java,long method,function,none,0
606,202400606,long method_disjoint Iterable|Iterable.java,long method,function,none,0
607,202400607,long method_Creator#createOptional ValueTypeInfo<T>.java,long method,function,none,0
608,202400608,long method_ConnectionPoolId UserGroupInformation|String|Class<?>.java,long method,function,none,0
609,202400609,long method_collectBasePaths Iterable<? extends BuildTarget>.java,long method,function,none,0
610,202400610,long method_BasicRto#processRTTmeasurement long|Exchange|int.java,long method,function,none,0
611,202400611,long method_putUint32 PositionedByteRange|int.java,long method,function,none,0
612,202400612,long method_ClientCacheQueryResponse long|ClientCacheQueryCursor.java,long method,function,none,0
613,202400613,long method_JettyReactiveWebServerFactory#createJettyServer JettyHttpHandlerAdapter.java,long method,function,none,0
614,202400614,long method_UserProfileServiceHandler#getIAMUserProfileUpdater AuthzToken|UserProfile.java,long method,function,none,0
615,202400615,long method_ContainerLaunch#getContainerPrivateDir String|String.java,long method,function,none,0
616,202400616,long method_APIRequestGetAdCreatives#requestField String|boolean.java,long method,function,none,0
617,202400617,long method_TByteValue#setFieldValue _Fields|Object.java,long method,function,none,0
618,202400618,long method_ValueExpression#getValue Class<T>.java,long method,function,none,0
619,202400619,long method_doPaginateWithRecordPaginator IdentityClient|String.java,long method,function,none,0
620,202400620,long method_stripNamespace String|String.java,long method,function,none,0
621,202400621,long method_QMUITopBarLayout#addRightImageButton int|int.java,long method,function,none,0
622,202400622,long method_LogRecord#readPayload ByteBuf|boolean.java,long method,function,none,0
623,202400623,long method_StandardNiFiServiceFacade#createProcessGroup Revision|String|ProcessGroupDTO.java,long method,function,none,0
624,202400624,long method_PartitionReceiverHandlerImpl SystemStreamPartition|Counter|Counter|SamzaHistogram|Counter|Interceptor|int.java,long method,function,none,0
625,202400625,long method_ClientAMProtocolPBClientImpl#getCompInstances GetCompInstancesRequestProto.java,long method,function,none,0
626,202400626,long method_HiveCountSplitter#other RelDataTypeFactory|AggregateCall.java,long method,function,none,0
627,202400627,long method_EntityDefinition#getIndexes.java,long method,function,none,0
628,202400628,long method_setSize int.java,long method,function,none,0
629,202400629,long method_FilteredHeaderItem HeaderItem|String.java,long method,function,none,0
630,202400630,long method_AbstractResultSet#getTimestamp int.java,long method,function,none,0
631,202400631,long method_ProductItemCommerceInsights.java,long method,function,none,0
632,202400632,long method_UnmodifiableRowSortedMap#rowMap.java,long method,function,none,0
633,202400633,long method_AbstractFileGroupScan String.java,long method,function,none,0
634,202400634,long method_EventData#setDdlSchemaName String.java,long method,function,none,0
635,202400635,long method_InMemoryProjectContextFactory#loadConfiguration String.java,long method,function,none,0
636,202400636,long method_NXmirrorImpl#setBend_angle_x IDataset.java,long method,function,none,0
637,202400637,long method_getDefaultDescription boolean|boolean.java,long method,function,none,0
638,202400638,long method_FixedCapacityLongByteMinHeap#clear.java,long method,function,none,0
639,202400639,long method_AttributePSVImpl#getErrorCodes.java,long method,function,none,0
640,202400640,long method_RestoreAction#isVisible IStructuredSelection.java,long method,function,none,0
641,202400641,long method_VMStatsDiskLRURegionEntryOffHeapStringKey1#setLastModifiedAndAccessedTimes long|long.java,long method,function,none,0
642,202400642,long method_DefaultStringRedisConnection#zRemRangeByScore byte[]|double|double.java,long method,function,none,0
643,202400643,long method_Password String.java,long method,function,none,0
644,202400644,long method_DescriptiveStatistics int.java,long method,function,none,0
645,202400645,long method_SchemaPlusImpl#getFunctions String.java,long method,function,none,0
646,202400646,long method_BatchJobRegistryBeanPostProcessor#addJobExecutionListener.java,long method,function,none,0
647,202400647,long method_Border#onConfigure.java,long method,function,none,0
648,202400648,long method_CloseShareAccountCommandHandler ShareAccountWritePlatformService.java,long method,function,none,0
649,202400649,long method_MemoryPersistenceAdapter#size.java,long method,function,none,0
650,202400650,long method_INodeReference#getFsPermissionShort.java,long method,function,none,0
651,202400651,long method_ChoiceSelector#doSelect int.java,long method,function,none,0
652,202400652,long method_CriteriaLogQuery#getQueryString.java,long method,function,none,0
653,202400653,long method_getIntervalDay long.java,long method,function,none,0
654,202400654,long method_PersianCalendar#handleComputeFields int.java,long method,function,none,0
655,202400655,long method_getACZK Configuration.java,long method,function,none,0
656,202400656,long method_SparseTreeTests#test20.java,long method,function,none,0
657,202400657,long method_readClassMapping Iterable<String>.java,long method,function,none,0
658,202400658,long method_ExprFinder#visit Context|Stack<Expr>|Expr.java,long method,function,none,0
659,202400659,long method_getIndexRowFromHeapRow IndexRowGenerator|RowLocation|ExecRow.java,long method,function,none,0
660,202400660,long method_NpmContentStore#getContent Node.java,long method,function,none,0
661,202400661,long method_DbRelationship String.java,long method,function,none,0
662,202400662,long method_IndexMap#adjustAnnotationDirectory int.java,long method,function,none,0
663,202400663,long method_PessimisticLockManager#executeQuery Connection|PreparedStatement|SQLBuffer.java,long method,function,none,0
664,202400664,long method_JoinEdge#hasJoinQual.java,long method,function,none,0
665,202400665,long method_PromoteCandidateChangesDialog#getTable.java,long method,function,none,0
666,202400666,long method_OGCPolygon#exteriorRing.java,long method,function,none,0
667,202400667,long method_LinkAttributeFilter#equals Object.java,long method,function,none,0
668,202400668,long method_AbstractFormatter.java,long method,function,none,0
669,202400669,long method_BacktrackingContentAssistTestLanguageGrammarAccess#getCollectionTypeIdentifierRule.java,long method,function,none,0
670,202400670,long method_KiWiConnection#computeBatchSize int|int.java,long method,function,none,0
671,202400671,long method_HmacSha1Aes256CheckSum#confounderSize.java,long method,function,none,0
672,202400672,long method_double_double_double Blob.java,long method,function,none,0
673,202400673,long method_NodeInformation#isSiteToSiteSecure.java,long method,function,none,0
674,202400674,long method_DCModuleImpl#getPublishers.java,long method,function,none,0
675,202400675,long method_Aggregator#aggregate Collection<Object>.java,long method,function,none,0
676,202400676,long method_AstFunction#getOutputName.java,long method,function,none,0
677,202400677,long method_MappingUriExtensions#map String.java,long method,function,none,0
678,202400678,long method_W#write NIOConnection.java,long method,function,none,0
